,id,t_start,t_end,mode,algo,msgsize,itertot,comment,msg_bytes,iterations,benchmark_power_W,baseline_power_W,energy_J,energy_raw_including_baseline_power_J,ALGONAME,ALGOSIZE,VECLENBYTES,ITERATIONSTOTAL,AVGTIMEPERITERATIONNSEC,THROUGHPUT_Gbitpersec,RUNTIME_SEC,ITERATIONS_10SEC,ITERATIONS_20SEC,TIMEsec_10kITER,MINITERNEEDED_10sOR10k,MINITERNEEDED_20sOR10k,STARTTEMP,ENDTEMP,TEMPCHANGE,INPUTDATATYPE,DATE,TIME,FILENAME,NOTE,segment_time_s,latency_per_iter_s_emeter,latency_per_iter_s,hashsize_bits,energy_per_iter_J,E_per_iter_w_baseline_J,hash_bits,info_bits,energy_per_info_bit_J,E_per_info_bit_w_baseline_J,tempdelta_C,label
167,124,447.7099467722543,515.648462548393,benchmark,RS2ID,524288,10000,67.939s,524288,10000,3.2213908400983264,2.63430291721738,39.88594907094386,218.85657381339394,RS2ID,32,524288.0,10000.0,6793886.66,0.6173644351023071,67.939,1471.0,2943.0,67.94,10000.0,10000.0,55.1,55.1,0.0,random,2026-02-12,15:50:34,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-32/RS2ID-32-524288-10000-random-20260212_154347.log,,67.93851577613873,0.006793851577613873,0.00679388666,16,0.0039885949070943855,0.021885657381339393,16,4194304,9.50955130361172e-10,5.217947335562561e-09,0.0,RS2ID-16-524288B
168,130,523.6715033722239,660.6791334405948,benchmark,RS2ID,1048576,10000,137.008s,1048576,10000,3.2285213637750276,2.63245345281534,81.66591038432288,442.3321182030198,RS2ID,32,1048576.0,10000.0,13700882.44,0.6122677160931833,137.009,729.0,1459.0,137.01,10000.0,10000.0,55.6,56.2,0.6000000000000014,random,2026-02-12,15:51:50,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-32/RS2ID-32-1048576-10000-random-20260212_154347.log,,137.00763006837087,0.013700763006837088,0.01370088244,16,0.008166591038432288,0.04423321182030198,16,8388608,9.7353351574329e-10,5.2730097556474186e-09,0.6000000000000014,RS2ID-16-1048576B
169,136,668.7123118654666,944.9368522290644,benchmark,RS2ID,2097152,10000,276.225s,2097152,10000,3.2379638164865607,2.6383685585339673,165.6229861987023,894.405123706713,RS2ID,32,2097152.0,10000.0,27622782.0,0.6073688015928301,276.228,362.0,724.0,276.23,10000.0,10000.0,55.6,56.8,1.1999999999999957,random,2026-02-12,15:54:15,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-32/RS2ID-32-2097152-10000-random-20260212_154347.log,,276.2245403635977,0.027622454036359774,0.027622782,16,0.01656229861987023,0.0894405123706713,16,16777216,9.871899259013075e-10,5.331069968382794e-09,1.1999999999999957,RS2ID-16-2097152B
170,17,41.42449060516062,58.73797716271975,benchmark,RS2ID,32,80035215,17.313s,32,80035215,3.730719595276017,2.651482383731139,18.685469858427968,64.59187125497824,RS2ID,64,32.0,80035215.0,216.32,1.183431952662722,17.313,46227810.0,92455621.0,0.00,46227810.0,92455621.0,55.6,56.2,0.6000000000000014,random,2026-02-12,16:02:05,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-32-80035215-random-20260212_160158.log,,17.31348655755913,2.163233591308417e-07,2.1632e-07,32,2.3346560458952935e-07,8.070431403848699e-07,32,256,9.11975017927849e-10,3.152512267128398e-09,0.6000000000000014,RS2ID-32-32B
171,22,66.74995877604707,83.37296206351256,benchmark,RS2ID,64,59150597,16.623s,64,59150597,3.701058487540292,2.64507481970054,17.553719799104115,61.522804729708646,RS2ID,64,64.0,59150597.0,281.02,1.821934381894527,16.623,35584655.0,71169311.0,0.00,35584655.0,71169311.0,55.6,56.8,1.1999999999999957,random,2026-02-12,16:02:30,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-64-59150597-random-20260212_160158.log,,16.623003287465494,2.8102849557825247e-07,2.8101999999999996e-07,32,2.9676318903601456e-07,1.0401045441639184e-06,32,512,5.796156035859659e-10,2.031454187820153e-09,1.1999999999999957,RS2ID-32-64B
172,26,91.38494367683988,110.32618079963828,benchmark,RS2ID,128,37132619,18.941s,128,37132619,3.5643039172532878,2.6469809734503924,17.375329787044507,67.5124216425638,RS2ID,64,128.0,37132619.0,510.09,2.007488874512341,18.941,19604383.0,39208767.0,0.01,19604383.0,39208767.0,55.1,56.8,1.6999999999999957,random,2026-02-12,16:02:55,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-128-37132619-random-20260212_160158.log,,18.941237122798398,5.100969883863672e-07,5.100899999999999e-07,32,4.6792632071129986e-07,1.8181432783549092e-06,32,1024,4.5695929756962877e-10,1.775530545268466e-09,1.6999999999999957,RS2ID-32-128B
173,31,118.33857201300717,137.6512139735083,benchmark,RS2ID,256,20078103,19.313s,256,20078103,3.4729146722120325,2.6496761930700394,15.898990742111144,67.07123300720716,RS2ID,64,256.0,20078103.0,961.86,2.129207992847192,19.312,10396523.0,20793046.0,0.01,10396523.0,20793046.0,54.5,56.8,2.299999999999997,random,2026-02-12,16:03:22,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-256-20078103-random-20260212_160158.log,,19.31264196050114,9.618758286328713e-07,9.6186e-07,32,7.918572158988896e-07,3.340516432613537e-06,32,2048,3.866490312006297e-10,1.6311115393620785e-09,2.299999999999997,RS2ID-32-256B
174,37,145.66319558683563,165.34079118438464,benchmark,RS2ID,512,10153933,19.678s,512,10153933,3.416934041028603,2.649838814994455,15.094661710177688,67.23711208737774,RS2ID,64,512.0,10153933.0,1937.9,2.1136281541875226,19.677,5160224.0,10320449.0,0.02,5160224.0,10320449.0,56.2,56.2,0.0,random,2026-02-12,16:03:49,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-512-10153933-random-20260212_160158.log,,19.677595597549015,1.937928445810014e-06,1.9379e-06,32,1.4865827566695277e-06,6.621780160197801e-06,32,4096,3.629352433275214e-10,1.6166455469232912e-09,0.0,RS2ID-32-512B
175,43,173.35287519772234,193.34975402768305,benchmark,RS2ID,1024,4807160,19.997s,1024,4807160,3.3714169823235585,2.6492937077811085,14.44027163243416,67.41787322230307,RS2ID,64,1024.0,4807160.0,4159.76,1.9693443852529955,19.997,2403984.0,4807969.0,0.04,2403984.0,4807969.0,55.6,56.8,1.1999999999999957,random,2026-02-12,16:04:17,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-1024-4807160-random-20260212_160158.log,,19.996878829960707,4.1598113709468184e-06,4.15976e-06,32,3.0039090923610115e-06,1.4024470419603897e-05,32,8192,3.6668812162610003e-10,1.7119714867680538e-09,1.1999999999999957,RS2ID-32-1024B
176,47,201.36183804102075,221.0922720439336,benchmark,RS2ID,2048,1967022,19.730s,2048,1967022,3.3255590544761873,2.6493222572732082,13.342499984061279,65.61477538762797,RS2ID,64,2048.0,1967022.0,10030.51,1.6334164464219665,19.730,996958.0,1993916.0,0.10,996958.0,1993916.0,56.2,56.2,0.0,random,2026-02-12,16:04:45,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-2048-1967022-random-20260212_160158.log,,19.730434002912858,1.0030611758746398e-05,1.003051e-05,32,6.78309646971985e-06,3.335741816188531e-05,32,16384,4.1400735288817445e-10,2.035975229607258e-09,0.0,RS2ID-32-2048B
177,53,229.1042536572609,249.07512288458125,benchmark,RS2ID,4096,748662,19.971s,4096,748662,3.2863531609104664,2.645059986359249,12.807252258174842,65.63139148809873,RS2ID,64,4096.0,748662.0,26674.98,1.2284170409874722,19.971,374883.0,749766.0,0.27,374883.0,749766.0,56.2,56.2,0.0,random,2026-02-12,16:05:12,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-4096-748662-random-20260212_160158.log,,19.97086922732035,2.667541457603077e-05,2.667498e-05,32,1.7106854973505857e-05,8.766491619462285e-05,32,32768,5.220597831270098e-10,2.6753209287909804e-09,0.0,RS2ID-32-4096B
178,58,257.0872068979189,276.70991608989624,benchmark,RS2ID,8192,292554,19.623s,8192,292554,3.2646120314172546,2.6445320649755755,12.16770641598335,64.0605850633649,RS2ID,64,8192.0,292554.0,67072.87,0.9770865627190248,19.622,149091.0,298183.0,0.67,149091.0,298183.0,55.6,55.6,0.0,random,2026-02-12,16:05:40,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-8192-292554-random-20260212_160158.log,,19.62270919197732,6.707380241588672e-05,6.707286999999999e-05,32,4.159131789680999e-05,0.000218970121971892,32,65536,6.346331466188048e-10,3.3412189021589966e-09,0.0,RS2ID-32-8192B
179,63,284.7206146538496,304.7143592905672,benchmark,RS2ID,16384,156831,19.993s,16384,156831,3.266081839384388,2.643833360422326,12.44106694640711,65.30078529275605,RS2ID,64,16384.0,156831.0,127465.96,1.0282902196005899,19.991,78452.0,156904.0,1.27,78452.0,156904.0,56.2,56.2,0.0,random,2026-02-12,16:06:08,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-16384-156831-random-20260212_160158.log,,19.993744636717565,0.00012748592202254378,0.00012746596,32,7.932785575815438e-05,0.00041637677049024776,32,131072,6.052235088970519e-10,3.1767026557178326e-09,0.0,RS2ID-32-16384B
180,69,312.725433345971,332.8023889840606,benchmark,RS2ID,32768,66644,20.077s,32768,66644,3.2532187634286722,2.6446070513772897,12.21911101600239,65.31476593290155,RS2ID,64,32768.0,66644.0,301253.75,0.8701767197918698,20.077,33194.0,66389.0,3.01,33194.0,66389.0,55.6,56.2,0.6000000000000014,random,2026-02-12,16:06:36,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-32768-66644-random-20260212_160158.log,,20.0769556380896,0.00030125676187037995,0.00030125375,32,0.00018334900390136233,0.0009800547075941052,32,262144,6.994209438375943e-10,3.738612013222142e-09,0.6000000000000014,RS2ID-32-32768B
181,76,340.8152921974814,360.7892334251137,benchmark,RS2ID,65536,32202,19.974s,65536,32202,3.2567468715819166,2.64517301785188,12.215591445526771,65.05011847015817,RS2ID,64,65536.0,32202.0,620263.9,0.8452660230588946,19.974,16122.0,32244.0,6.20,16122.0,32244.0,55.6,56.2,0.6000000000000014,random,2026-02-12,16:07:04,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-65536-32202-random-20260212_160158.log,,19.97394122763228,0.0006202702076775442,0.0006202639,32,0.0003793426323062782,0.002020064544753685,32,524288,7.235386510968746e-10,3.8529673476289465e-09,0.6000000000000014,RS2ID-32-65536B
182,80,368.8026486385865,388.77269866582367,benchmark,RS2ID,131072,15221,19.970s,131072,15221,3.2594550954595927,2.6422626988032842,12.32541683424689,65.09153474266127,RS2ID,64,131072.0,15221.0,1311987.07,0.799227388727238,19.970,7622.0,15244.0,13.12,10000.0,15244.0,55.6,56.2,0.6000000000000014,random,2026-02-12,16:07:32,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-131072-15221-random-20260212_160158.log,,19.970050027237164,0.0013120064402626086,0.00131198707,32,0.0008097639336605276,0.004276429586929983,32,1048576,7.722510658841396e-10,4.0783210629749135e-09,0.6000000000000014,RS2ID-32-131072B
183,85,396.7876498794524,424.3338670757757,benchmark,RS2ID,262144,10000,27.546s,262144,10000,3.255559086097322,2.6459765996663305,16.791725955618926,89.6783720664167,RS2ID,64,262144.0,10000.0,2748615.83,0.7629847638620344,27.486,3638.0,7276.0,27.49,10000.0,10000.0,56.2,56.2,0.0,random,2026-02-12,16:08:00,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-262144-10000-random-20260212_160158.log,,27.546217196323312,0.0027546217196323312,0.00274861583,32,0.0016791725955618926,0.00896783720664167,32,2097152,8.006918886002982e-10,4.276198008843265e-09,0.0,RS2ID-32-262144B
184,90,432.29198628363525,491.7024243146191,benchmark,RS2ID,524288,10000,59.410s,524288,10000,3.2601452817568015,2.6442186713468954,36.59251711738929,193.68670062429803,RS2ID,64,524288.0,10000.0,5941075.27,0.7059839859594979,59.411,1683.0,3366.0,59.41,10000.0,10000.0,56.2,56.2,0.0,random,2026-02-12,16:08:35,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-524288-10000-random-20260212_160158.log,,59.41043803098387,0.005941043803098387,0.0059410752699999994,32,0.003659251711738929,0.019368670062429802,32,4194304,8.724335936877559e-10,4.617850795371485e-09,0.0,RS2ID-32-524288B
185,95,499.7252603290483,626.8604028350294,benchmark,RS2ID,1048576,10000,127.135s,1048576,10000,3.262287982454948,2.645550348282236,78.40907583166981,414.7514898125992,RS2ID,64,1048576.0,10000.0,12713632.15,0.6598120742387532,127.136,786.0,1573.0,127.14,10000.0,10000.0,56.2,56.8,0.5999999999999943,random,2026-02-12,16:09:43,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-1048576-10000-random-20260212_160158.log,,127.1351425059811,0.012713514250598109,0.012713632150000001,32,0.007840907583166981,0.04147514898125992,32,8388608,9.34709022422669e-10,4.9442230440688034e-09,0.5999999999999943,RS2ID-32-1048576B
186,100,634.8929668504461,908.7700890527744,benchmark,RS2ID,2097152,10000,273.877s,2097152,10000,3.2724487334248518,2.6495624045381585,170.59436186958374,896.248888319976,RS2ID,64,2097152.0,10000.0,27387428.59,0.6125882152414222,273.874,365.0,730.0,273.87,10000.0,10000.0,56.2,56.8,0.5999999999999943,random,2026-02-12,16:11:58,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RS2ID-64/RS2ID-64-2097152-10000-random-20260212_160158.log,,273.87712220232834,0.027387712220232834,0.02738742859,32,0.017059436186958373,0.0896248888319976,32,16777216,1.0168216339920982e-09,5.342059661865091e-09,0.5999999999999943,RS2ID-32-2097152B
187,8,39.6832822426233,56.21791491037365,benchmark,RSID,32,89281728,16.535s,32,89281728,3.1813873517716114,2.6181215895769174,9.313432640986893,52.60310340871253,RSID,16,32.0,89281728.0,185.2,1.3822894168466524,16.535,53995680.0,107991360.0,0.00,53995680.0,107991360.0,53.5,53.5,0.0,random,2026-02-12,14:24:54,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-32-89281728-random-20260212_142447.log,,16.53463266775035,1.8519615422038372e-07,1.852e-07,16,1.043151028728621e-07,5.89181062990991e-07,16,256,4.0748087059711756e-10,2.3014885273085585e-09,0.0,RSID-16-32B
188,12,64.23122800941188,82.37323369761592,benchmark,RSID,64,51906257,18.142s,64,51906257,3.138639580787121,2.6104787376588847,9.581923829122932,56.94124309473298,RSID,16,64.0,51906257.0,349.52,1.4648661020828564,18.142,28610666.0,57221332.0,0.00,28610666.0,57221332.0,53.5,53.5,0.0,random,2026-02-12,14:25:19,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-64-51906257-random-20260212_142447.log,,18.142005688204037,3.4951481260157206e-07,3.4951999999999997e-07,16,1.8460055459446694e-07,1.0970015251674376e-06,16,512,3.6054795819231823e-10,2.1425811038426516e-09,0.0,RSID-16-64B
189,16,90.3866491966682,109.4738070145013,benchmark,RSID,128,28151568,19.087s,128,28151568,3.1156021310501982,2.6111979377278915,9.627673629682384,59.46801804023244,RSID,16,128.0,28151568.0,678.01,1.5103022079320363,19.087,14749044.0,29498089.0,0.01,14749044.0,29498089.0,54.0,53.5,-0.5,random,2026-02-12,14:25:45,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-128-28151568-random-20260212_142447.log,,19.087157817833102,6.780140210248005e-07,6.7801e-07,16,3.4199422318793694e-07,2.1124229400022206e-06,16,1024,3.3397873358196967e-10,2.0629130273459185e-09,-0.5,RSID-16-128B
190,19,117.48691531351145,136.8837307738146,benchmark,RSID,256,14475341,19.397s,256,14475341,3.1697324034508063,2.6095221267187627,10.866324871950823,61.48274353248091,RSID,16,256.0,14475341.0,1339.99,1.5283696146986172,19.397,7462742.0,14925484.0,0.01,7462742.0,14925484.0,52.9,53.5,0.6000000000000014,random,2026-02-12,14:26:12,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-256-14475341-random-20260212_142447.log,,19.396815460303145,1.3399902261579293e-06,1.33999e-06,16,7.506783344137332e-07,4.247412446620837e-06,16,2048,3.6654215547545565e-10,2.0739318587015805e-09,0.6000000000000014,RSID-16-256B
191,23,144.89694147283876,164.6292193791511,benchmark,RSID,512,7089508,19.732s,512,7089508,3.165209640082951,2.6103238906209687,10.94919859733537,62.45682573489426,RSID,16,512.0,7089508.0,2783.3,1.4716343908310277,19.732,3592857.0,7185714.0,0.03,3592857.0,7185714.0,52.4,52.9,0.5,random,2026-02-12,14:26:39,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-512-7089508-random-20260212_142447.log,,19.732277906312333,2.7833070935687406e-06,2.7833e-06,16,1.5444229130336505e-06,8.80975460284328e-06,16,4096,3.770563752523561e-10,2.150818994834785e-09,0.5,RSID-16-512B
192,27,172.64232767816125,192.7202056318732,benchmark,RSID,1024,3336035,20.078s,1024,3336035,3.2332173709961336,2.611342834146259,12.485954618685666,64.91617629301318,RSID,16,1024.0,3336035.0,6018.45,1.361147803836536,20.078,1661557.0,3323114.0,0.06,1661557.0,3323114.0,53.5,53.5,0.0,random,2026-02-12,14:27:07,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-1024-3336035-random-20260212_142447.log,,20.077877953711948,6.01848540369389e-06,6.01845e-06,16,3.7427528843928994e-06,1.9459081302508272e-05,16,8192,4.568790142081176e-10,2.375376135560092e-09,0.0,RSID-16-1024B
193,31,200.7333139308833,220.8480558896512,benchmark,RSID,2048,1625732,20.115s,2048,1625732,3.2487447638796754,2.6126936227271784,12.79404465873034,65.34769664003983,RSID,16,2048.0,1625732.0,12372.68,1.3242078514921585,20.115,808232.0,1616464.0,0.12,808232.0,1616464.0,52.4,54.0,1.6000000000000014,random,2026-02-12,14:27:35,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-2048-1625732-random-20260212_142447.log,,20.114741958767894,1.2372729305179386e-05,1.237268e-05,16,7.869713248389241e-06,4.019586047395255e-05,16,16384,4.803291777581324e-10,2.453360624630893e-09,1.6000000000000014,RSID-16-2048B
194,34,228.8611641886613,248.90996053838452,benchmark,RSID,4096,815949,20.049s,4096,815949,3.251036445069751,2.61357508828281,12.780303707954774,65.17906786108222,RSID,16,4096.0,815949.0,24571.04,1.333602484876505,20.049,406983.0,813966.0,0.25,406983.0,813966.0,52.9,54.0,1.1000000000000014,random,2026-02-12,14:28:03,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-4096-815949-random-20260212_142447.log,,20.048796349723233,2.4571139065950486e-05,2.4571040000000002e-05,16,1.5663115841743508e-05,7.988130123461419e-05,16,32768,4.780003613813326e-10,2.4377838511539974e-09,1.1000000000000014,RSID-16-4096B
195,38,256.9229664373807,276.9657211862754,benchmark,RSID,8192,407758,20.043s,8192,407758,3.2488802591494976,2.6109231234348087,12.786457738153116,65.11654225194195,RSID,16,8192.0,407758.0,49153.29,1.3332983407621342,20.043,203445.0,406890.0,0.49,203445.0,406890.0,53.5,54.5,1.0,random,2026-02-12,14:28:31,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-8192-407758-random-20260212_142447.log,,20.04275474889471,4.915355369825904e-05,4.915329e-05,16,3.1357956773755795e-05,0.00015969408877800545,16,65536,4.784844478417327e-10,2.4367384151917335e-09,1.0,RSID-16-8192B
196,42,284.9788294852856,305.023325034419,benchmark,RSID,16384,203853,20.044s,16384,203853,3.250300012462264,2.615056209973697,12.7331790713814,65.15065558391815,RSID,16,16384.0,203853.0,98327.86,1.3330097899008482,20.044,101700.0,203401.0,0.98,101700.0,203401.0,52.9,54.5,1.6000000000000014,random,2026-02-12,14:28:59,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-16384-203853-random-20260212_142447.log,,20.044495549133387,9.832818525669667e-05,9.832786e-05,16,6.246255424929434e-05,0.00031959625604684823,16,131072,4.765514697974727e-10,2.4383259280917986e-09,1.6000000000000014,RSID-16-16384B
197,46,313.03663813345725,333.06464728032955,benchmark,RSID,32768,100900,20.028s,32768,100900,3.25008603758155,2.61601905454459,12.699140164035446,65.09278610189432,RSID,16,32768.0,100900.0,198491.67,1.3206801071299363,20.028,50379.0,100759.0,1.98,50379.0,100759.0,52.9,54.0,1.1000000000000014,random,2026-02-12,14:29:27,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-32768-100900-random-20260212_142447.log,,20.028009146872307,0.00019849364863104368,0.00019849167,16,0.00012585867357815111,0.0006451217651327484,16,262144,4.801127379537625e-10,2.460944233447069e-09,1.1000000000000014,RSID-16-32768B
198,50,341.07816517939585,361.1806191364784,benchmark,RSID,65536,50188,20.102s,65536,50188,3.252072518553382,2.6163210518912554,12.780205733056505,65.37467203537624,RSID,16,65536.0,50188.0,400540.71,1.308950593311726,20.102,24966.0,49932.0,4.01,24966.0,49932.0,52.9,53.5,0.6000000000000014,random,2026-02-12,14:29:55,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-65536-50188-random-20260212_142447.log,,20.10245395708256,0.000400543037321323,0.00040054071000000005,16,0.0002546466432823883,0.0013025956809471634,16,524288,4.856999269149558e-10,2.4845040911620395e-09,0.6000000000000014,RSID-16-65536B
199,53,369.1952634356992,389.2502037862652,benchmark,RSID,131072,25092,20.055s,131072,25092,3.2575673700130574,2.6178088370228925,12.830356153913982,65.33035074757267,RSID,16,131072.0,25092.0,799253.67,1.311943928890561,20.055,12511.0,25023.0,7.99,12511.0,25023.0,53.5,54.0,0.5,random,2026-02-12,14:30:24,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-131072-25092-random-20260212_142447.log,,20.054940350566028,0.0007992563506522409,0.00079925367,16,0.0005113325424005254,0.002603632661707822,16,1048576,4.876447128300909e-10,2.4830175988271923e-09,0.5,RSID-16-131072B
200,56,397.2660768856545,417.2585532276535,benchmark,RSID,262144,12526,19.992s,262144,12526,3.2630073620612214,2.618562153910876,12.884096414908926,65.23563078617717,RSID,16,262144.0,12526.0,1596074.11,1.3139439997557505,19.992,6265.0,12530.0,15.96,10000.0,12530.0,53.5,54.5,1.0,random,2026-02-12,14:30:52,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-262144-12526-random-20260212_142447.log,,19.99247634199901,0.001596078264569616,0.00159607411,16,0.0010285882496334764,0.005208017785899502,16,2097152,4.904690979163534e-10,2.4833764008996498e-09,1.0,RSID-16-262144B
201,60,425.2765767273377,457.3044339200077,benchmark,RSID,524288,10000,32.028s,524288,10000,3.272888880878645,2.619653222370639,20.921779175166044,104.82365135950185,RSID,16,524288.0,10000.0,3202788.82,1.3095786939833267,32.028,3122.0,6244.0,32.03,10000.0,10000.0,53.5,54.5,1.0,random,2026-02-12,14:31:20,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-524288-10000-random-20260212_142447.log,,32.027857192669956,0.0032027857192669954,0.00320278882,16,0.0020921779175166045,0.010482365135950186,16,4194304,4.988140863219749e-10,2.4991906013370003e-09,1.0,RSID-16-524288B
202,64,465.3278846204364,529.022434156242,benchmark,RSID,1048576,10000,63.695s,1048576,10000,3.2769208171731705,2.6216523790117003,41.737067843638066,208.722030892238,RSID,16,1048576.0,10000.0,6369497.83,1.3169967592248948,63.695,1569.0,3139.0,63.69,10000.0,10000.0,54.0,54.5,0.5,random,2026-02-12,14:32:00,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-1048576-10000-random-20260212_142447.log,,63.69454953580555,0.006369454953580555,0.00636949783,16,0.004173706784363807,0.0208722030892238,16,8388608,4.975446205572851e-10,2.488160501625991e-09,0.5,RSID-16-1048576B
203,68,537.0568416581733,665.2704656428693,benchmark,RSID,2097152,10000,128.214s,2097152,10000,3.291777665313351,2.6270571657002337,85.22626276014869,422.05077967627847,RSID,16,2097152.0,10000.0,12821497.66,1.3085223306120388,128.215,779.0,1559.0,128.21,10000.0,10000.0,54.5,55.1,0.6000000000000014,random,2026-02-12,14:33:11,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-16/RSID-16-2097152-10000-random-20260212_142447.log,,128.21362398469603,0.012821362398469602,0.01282149766,16,0.008522626276014869,0.042205077967627846,16,16777216,5.079881117352765e-10,2.515618679978123e-09,0.6000000000000014,RSID-16-2097152B
204,9,41.43022484880992,56.37612070941245,benchmark,RSID,32,120503705,14.946s,32,120503705,3.6783539923567714,2.640714656428803,15.508541541173654,54.9763876661975,RSID,32,32.0,120503705.0,123.84,2.0671834625323,14.923,80749354.0,161498708.0,0.00,80749354.0,161498708.0,55.6,55.6,0.0,random,2026-02-12,14:42:16,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-32/RSID-32-32-120503705-random-20260212_144209.log,,14.945895860602526,1.2402851730245577e-07,1.2384e-07,32,1.286976325016202e-07,4.5622155489905895e-07,32,256,5.02725126959454e-10,1.782115448824449e-09,0.0,RSID-32-32B
205,13,64.36598389022977,82.50235686262485,benchmark,RSID,64,65218809,18.136s,64,65218809,3.506767648109038,2.6332321319630037,15.842842597310819,63.60012078551821,RSID,32,64.0,65218809.0,278.08,1.8411967779056386,18.136,35960874.0,71921749.0,0.00,35960874.0,71921749.0,54.5,56.2,1.7000000000000028,random,2026-02-12,14:42:39,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-32/RSID-32-64-65218809-random-20260212_144209.log,,18.13637297239508,2.78085007231504e-07,2.7807999999999996e-07,32,2.4291830593396484e-07,9.751806535675652e-07,32,512,4.744498162772751e-10,1.904649713999151e-09,1.7000000000000028,RSID-32-64B
206,20,90.51474804564374,111.96929094231028,benchmark,RSID,128,37360830,21.455s,128,37360830,3.4233094329709224,2.635306532919487,16.906300417402804,73.44559488280532,RSID,32,128.0,37360830.0,574.25,1.783195472355246,21.454,17414018.0,34828036.0,0.01,17414018.0,34828036.0,55.1,55.6,0.5,random,2026-02-12,14:43:05,/home/usmanali/eco/dev/usman/idcodes/examples/eperbit/DATASET20260212/RSID-32/RSID-32-128-37360830-random-20260212_144209.log,,21.45454289666654,5.742523090805675e-07,5.7425e-07,32,4.5251404793209367e-07,1.965844840245929e-06,32,1024,4.4190824993368523e-10,1.919770351802665e-09,0.5,RSID-32-128B
